"Name","Family","Series","Form Factor","# of CPU Cores","# of Threads","Max. Boost Clock","Base Clock","L2 Cache","L3 Cache","Default TDP","L1 Cache","AMD Configurable TDP (cTDP)","Processor Technology for CPU Cores","Unlocked for Overclocking","CPU Socket","Thermal Solution (PIB)","Recommended Cooler","Thermal Solution (MPK)","Max. Operating Temperature (Tjmax)","Launch Date","*OS Support","PCI Express® Version","System Memory Type","Memory Channels","System Memory Specification","Graphics Model","Graphics Core Count","Graphics Frequency","AMD Ryzen™ AI","Product ID Boxed","Product ID Tray","Product ID MPK","Supported Technologies"
"6th Gen AMD PRO A8-8650B APU","PRO A-Series","PRO A-Series A8 APU for Desktops","Desktops","4","4","Up to 3.9 GHz","3.2 GHz","4 MB","","65W","","45/65W","28nm","No","FM2+","","","","71.3°C","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","6","757 MHz","","","AD865BYBI44JC","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , Heterogeneous System Architecture (HSA) , AMD PowerTune Technology , AMD Radeon™ Dual Graphics , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection , AMD HD3D Technology , AMD Mantle API"
"A8 PRO-7600B with Radeon™ R7 Graphics","PRO A-Series","PRO A-Series A8 APU for Desktops","Desktops","4","4","Up to 3.8 GHz","3.1 GHz","4 MB","","65W","","35/65W","28nm","No","FM2+","","","","71.3°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","6","720 MHz","","","AD760BYBI44JA","","Virtualization , AES , Catalyst Software , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , AMD PowerTune Technology , RAID Support , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"7th Gen AMD PRO A8-9630B","PRO A-Series","PRO A-Series A8 APU for Laptops","Laptops","4","","Up to 3.3 GHz","2.6 GHz","2 MB","","35W","","25/45W","28nm","No","FP4","","","","90°C","10/24/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","2","Up to 2400 MT/s","R5","6","800 MHz","","","AM963BAEY44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection"
"7th Gen AMD PRO A8-9600B APU","PRO A-Series","PRO A-Series A8 APU for Laptops","Laptops","4","","Up to 3.3 GHz","2.4 GHz","2 MB","","15W","","12/15W","28nm","No","FP4","","","","90°C","10/24/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","2","Up to 1866 MT/s","R5","6","720 MHz","","","AM960BADY44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Radeon™ Dual Graphics , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection"
"6th Gen AMD PRO A8-8600B APU","PRO A-Series","PRO A-Series A8 APU for Laptops","Laptops","4","4","Up to 3 GHz","1.6 GHz","2 MB","","15W","","","28nm","No","FP4","","","","","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR3 , DDR3L","2","Up to 2133 MT/s","AMD Radeon™ R6 Graphics","6","720 MHz","","","","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , Heterogeneous System Architecture (HSA) , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection , AMD HD3D Technology , AMD Mantle API"
"A8 PRO-7150B with Radeon™ R5 Graphics","PRO A-Series","PRO A-Series A8 APU for Laptops","Laptops","4","4","Up to 3.2 GHz","1.9 GHz","4 MB","","100W","","","28nm","No","FP3","","","","","","","","DDR3 , DDR3L","2","Up to 1600 MT/s","AMD Radeon™ R5 Graphics","6","533 MHz","","","AM715BECH44JA","","Virtualization , AES , Catalyst Software , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-6500B with Radeon™ HD 8570D","A-Series","Business Class - Quad-Core A8-Series APU for Desktops","Desktops","4","4","Up to 4.1 GHz","3.5 GHz","4 MB","","65W","192 KB","","32nm SOI","No","FM2","","","","71.3°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ HD 8570D","","800 MHz","","","AD650BOKA44HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"7th Gen A6-9550 APU","A-Series","A6-Series APU for Desktops","Desktops","2","","Up to 4 GHz","3.8 GHz","1 MB","","65W","","45/65W","28nm","Yes","AM4","","","","90°C","7/27/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x8","DDR4","2","Up to 2400 MT/s","Radeon™ R5 Series","6","1029 MHz","","AD9550AGABBOX","AD9550AGM23AB","","DirectX® 12 Technology , Unified Video Decoder (UVD)"
"7th Gen A6-9500E APU","A-Series","A6-Series APU for Desktops","Desktops","2","","Up to 3.4 GHz","3 GHz","1 MB","","35W","","","28nm","Yes","AM4","","","","90°C","Channel: 7/27/2017, OEM: 9/5/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x8","DDR4","2","Up to 2400 MT/s","Radeon™ R5 Series","4","800 MHz","","AD9500AHABBOX","AD9500AHM23AB","",""
"7th Gen A6-9500 APU","A-Series","A6-Series APU for Desktops","Desktops","2","","Up to 3.8 GHz","3.5 GHz","1 MB","","65W","","45/65W","28nm","Yes","AM4","","","","90°C","Channel: 7/27/2017, OEM: 9/5/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x8","DDR4","2","Up to 2400 MT/s","Radeon™ R5 Series","6","1029 MHz","","AD9500AGABBOX","AD9500AGM23AB","",""
"A6-7470K with Radeon™ R5 Series","A-Series","A6-Series APU for Desktops","Desktops","2","","Up to 4 GHz","3.7 GHz","1 MB","","65W","256 KB","45/65W","28nm","Yes","FM2+","","","","71.3°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R5 Graphics","4","800 MHz","","AD747KYBJCBOX","AD747KYBI23JC","","Virtualization , AES , Catalyst Software , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , AMD PowerTune Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , AMD App Acceleration , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A6-7400K with Radeon™ R5 Series","A-Series","A6-Series APU for Desktops","Desktops","2","2","Up to 3.9 GHz","3.5 GHz","1 MB","","65W","128 KB","45/65W","28nm","Yes","FM2+","","","","70°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ R5 Graphics","4","758 MHz","","AD740KYBJABOX","AD740KYBI23JA","","Virtualization , AES , Catalyst Software , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A6-6420K with Radeon™ HD 8470D","A-Series","A6-Series APU for Desktops","Desktops","2","2","Up to 4.2 GHz","4 GHz","1 MB","","65W","96 KB","","32nm SOI","Yes","FM2","","","","70°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ HD 8470D","","800 MHz","","AD642KOKHLBOX","AD642KOKA23HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"A6-6400K with Radeon™ HD 8470D","A-Series","A6-Series APU for Desktops","Desktops","2","2","Up to 4.1 GHz","3.9 GHz","1 MB","","65W","96 KB","","32nm SOI","Yes","FM2","","","","70°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ HD 8470D","","800 MHz","","AD640KOKHLBOX","AD640KOKA23HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"A6-6310 with Radeon™ R4 Graphics","A-Series","A6-Series APU for Laptops","Laptops","4","4","Up to 2.4 GHz","2.4 GHz","2 MB","","15W","128 KB","","28nm","No","FT3b","","","","90°C","","","","DDR3L","1","Up to 1865 MT/s","AMD Radeon™ R4 Graphics","","800 MHz","","","AM6310ITJ44JB","","Virtualization , AES , Catalyst Software , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 12 Technology , FMA4 , AVX"
"A6-5200 with Radeon™ HD 8400","A-Series","A6-Series APU for Desktops","Desktops","4","4","","2 GHz","2 MB","","25W","256 KB","","28nm","No","FT3","","","","90°C","","","","DDR3","1","Up to 1600 MT/s","AMD Radeon™ HD 8400","","600 MHz","","","AM5200IAJ44HMD","","Virtualization , AES , Catalyst Software , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"7th Gen A6-9225 APU","A-Series","A6-Series APU for Laptops","Laptops","2","","Up to 3.1 GHz","2.6 GHz","1 MB","","15W","","10-15W","28nm","No","","","","","90°C","2Q18","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","1","Up to 2133 MT/s","AMD Radeon™ R4 Graphics","3","686 MHz","","","AM9225AYN23AC","","Virtualization , DirectX® 12 Technology , AES , AMD App Acceleration , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Radeon™ Dual Graphics , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AVFS , AMD HD3D Technology , AMD Mantle API , AMD Gaming Evolved Client"
"7th Gen A6-9220C APU","A-Series","A6-Series APU for Laptops","Laptops","2","2","Up to 2.7 GHz","1.8 GHz","1 MB","","6W","160 KB","","28nm","No","FT4","","","","90°C","","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","","1","Up to 1866 MT/s","Radeon™ R5 Graphics","3","720 MHz","","","AM922CANN23AC","","H.26X Decode , VP9 Decode"
"7th Gen A6-9220 APU","A-Series","A6-Series APU for Laptops","Laptops","2","","Up to 2.9 GHz","2.5 GHz","1 MB","","15W","","10-15W","28nm","No","","","","","90°C","Q217","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","","Up to 2133 MT/s","AMD Radeon™ R5 Graphics","3","655 MHz","","","AM9220AYN23AC","",""
"7th Gen A6-9210 APU","A-Series","A6-Series APU for Laptops","Laptops","2","","Up to 2.8 GHz","2.4 GHz","1 MB","","15W","","","28nm","No","","","","","90°C","Q216","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","1","Up to 2133 MT/s","AMD Radeon™ R4 Graphics","3","600 MHz","","","AM9210AVY23AC","",""
"A6-7000 with Radeon™ R4 Graphics","A-Series","A6-Series APU for Laptops","Laptops","2","2","Up to 3 GHz","2.2 GHz","1 MB","","17W","","","28nm","No","FT3","","","","","","","","Not Listed","2","","AMD Radeon™ R4 Graphics","3","533 MHz","","","AM7000ECH23JA","","Virtualization , AES , Catalyst Software , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A6-5350M with Radeon™ HD 8450G","A-Series","A6-Series APU for Laptops","Laptops","2","2","Up to 3.5 GHz","2.9 GHz","2 MB","","35W","","","32nm","No","FS1r2","","","","","","","","DDR3","2","Up to 1600 MT/s","AMD Radeon™ HD 8450G","","533 MHz","","","AM5350DEC23HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"A6-5200M with Radeon™ HD 8400","A-Series","A6-Series APU for Laptops","Laptops","4","4","","2 GHz","2 MB","","25W","","","28nm","No","FT3","","","","","","","","Not Listed","1","","AMD Radeon™ HD 8400","","","","","AM5200IAJ44HM","","Virtualization , AES , Catalyst Software , AMD Radeon™ Dual Graphics , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , AMD PowerTune Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A6-8500P with Radeon™ R5 Graphics","A-Series","A6-Series APU for Laptops","Laptops","2","2","Up to 3 GHz","1.6 GHz","1 MB","","15W","","","28nm","No","FP4","","","","90°C","","","","Not Listed","2","","AMD Radeon™ R5 Graphics","4","800 MHz","","","AM850PAAY23KA","","Virtualization , AES , Catalyst Software , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A6-7310 with Radeon™ R4 Graphics","A-Series","A6-Series APU for Laptops","Laptops","4","4","Up to 2.4 GHz","2 GHz","2 MB","","15W","","","28nm","No","FP4","","","","90°C","","","","DDR3L","1","Up to 1866 MT/s","AMD Radeon™ R4 Graphics","","800 MHz","","","AM7310JBY44JB","","Virtualization , AES , Catalyst Software , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 12 Technology , FMA4 , AVX"
"7th Gen AMD PRO A6-9500E APU","PRO A-Series","PRO A-Series A6 APU for Desktops","Desktops","2","","Up to 3.4 GHz","3 GHz","1 MB","","35W","","","28nm","No","AM4","","","","90°C","10/3/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R5","4","800 MHz","","","AD950BAHM23AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , Enhanced Virus Protection"
"7th Gen AMD PRO A6-9500 APU","PRO A-Series","PRO A-Series A6 APU for Desktops","Desktops","2","","Up to 3.8 GHz","3.5 GHz","1 MB","","65W","","45/65W","28nm","No","AM4","","","","90°C","10/3/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R5","6","1029 MHz","","","AD950BAGM23AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , Enhanced Virus Protection"
"6th Gen AMD PRO A6-8570E APU","PRO A-Series","PRO A-Series A6 APU for Desktops","Desktops","2","","Up to 3.4 GHz","3 GHz","1 MB","","35W","","","28nm","No","AM4","","","","","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R5","4","800 MHz","","","AD857BAHM23AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , FMA4 , AMD Frame Rate Target Control , The Vulkan® API , Switchable Graphics"
"6th Gen AMD PRO A6-8570 APU","PRO A-Series","PRO A-Series A6 APU for Desktops","Desktops","2","","Up to 3.8 GHz","3.5 GHz","1 MB","","65W","","","28nm","No","AM4","","","","","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R5","6","1029 MHz","","","AD857BAGM23AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , FMA4 , AMD Frame Rate Target Control , The Vulkan® API , Switchable Graphics"
"6th Gen AMD PRO A6-8550B APU","PRO A-Series","PRO A-Series A6 APU for Desktops","Desktops","2","2","Up to 4 GHz","3.7 GHz","1 MB","","65W","","45/65W","28nm","No","FM2+","","","","71.3°C","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R5 Graphics","4","800 MHz","","","AD855BYBI23JC","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , Heterogeneous System Architecture (HSA) , AMD PowerTune Technology , AMD Radeon™ Dual Graphics , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection , AMD Mantle API"
